file,path,summary,readable,pages,chars,signals,tone,bull,bear,entities
20.07_Japan_New GI Protections Proposed for EU Agricultural Products.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/07/20.07_Japan_New GI Protections Proposed for EU Agricultural Products.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/07/20.07_Japan_New GI Protections Proposed for EU Agricultural Products.md,True,3,5669,,중립/혼재,0,0,EU
20.07_Poland_2020 Annual Oilseeds and Products Report.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/07/20.07_Poland_2020 Annual Oilseeds and Products Report.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/07/20.07_Poland_2020 Annual Oilseeds and Products Report.md,True,5,11296,기상이변|바이오연료수요|생산변동|압착,하방 우세,15,21,Argentina|Brazil|Ukraine|ENSO Phase|Rapeseed Oil
20.07_Ukraine_Approved Ukrainian Rapeseed Meal Exporters to China.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/07/20.07_Ukraine_Approved Ukrainian Rapeseed Meal Exporters to China.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/07/20.07_Ukraine_Approved Ukrainian Rapeseed Meal Exporters to China.md,True,2,1438,압착,중립/혼재,0,0,China|Ukraine|Rapeseed Oil
20.08_Canada_Overview of COVID-19 Impacts on Canadian Agriculture.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/08/20.08_Canada_Overview of COVID-19 Impacts on Canadian Agriculture.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/08/20.08_Canada_Overview of COVID-19 Impacts on Canadian Agriculture.md,True,7,17961,바이오연료수요,상방 우세,19,13,China|EU|Rapeseed Oil
20.08_EU_Oilseeds and Products Update.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/08/20.08_EU_Oilseeds and Products Update.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/08/20.08_EU_Oilseeds and Products Update.md,True,15,30762,기상이변|물류충격|바이오연료수요|생산변동|압착|재고,하방 우세,34,105,Argentina|Brazil|India|China|EU|Ukraine|WASDE Surprise|ENSO Phase|Sunflower Oil|Rapeseed Oil
20.08_EU_Regulatory Levels for Aflatoxin in Tree Nuts and Peanuts.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/08/20.08_EU_Regulatory Levels for Aflatoxin in Tree Nuts and Peanuts.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/08/20.08_EU_Regulatory Levels for Aflatoxin in Tree Nuts and Peanuts.md,True,3,4511,,상방 우세,2,0,EU
20.08_India_Monsoon Update - July.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/08/20.08_India_Monsoon Update - July.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/08/20.08_India_Monsoon Update - July.md,True,12,7359,,하방 우세,5,25,India
20.08_Japan_Begins to Explore Regulations for Alternative Meat Products.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/08/20.08_Japan_Begins to Explore Regulations for Alternative Meat Products.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/08/20.08_Japan_Begins to Explore Regulations for Alternative Meat Products.md,True,3,4612,,상방 우세,2,0,
20.09_Bulgaria_Oilseeds and Products Market Update.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/09/20.09_Bulgaria_Oilseeds and Products Market Update.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/09/20.09_Bulgaria_Oilseeds and Products Market Update.md,True,6,5507,기상이변|물류충격|생산변동|압착,하방 우세,3,27,India|Ukraine|ENSO Phase|Rapeseed Oil
20.09_Canada_Health Canada Announces Notices of Intent for Novel Food Regulations.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/09/20.09_Canada_Health Canada Announces Notices of Intent for Novel Food Regulations.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/09/20.09_Canada_Health Canada Announces Notices of Intent for Novel Food Regulations.md,True,2,2839,,하방 우세,0,1,
20.09_China_Oilseeds and Products Update.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/09/20.09_China_Oilseeds and Products Update.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/09/20.09_China_Oilseeds and Products Update.md,True,18,26533,생산변동|압착|재고,상방 우세,46,23,Brazil|China|Ukraine|WASDE Surprise|Palm Oil|Sunflower Oil|Rapeseed Oil
20.09_Czech Republic_Sees Solid Harvest Despite Initial Drought.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/09/20.09_Czech Republic_Sees Solid Harvest Despite Initial Drought.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/09/20.09_Czech Republic_Sees Solid Harvest Despite Initial Drought.md,True,8,7359,기상이변|바이오연료수요|수입관세,상방 우세,11,8,EU|ENSO Phase|Rapeseed Oil
20.09_India_FSSAI Proposes Draft Standards for Walnut Kernels and Other Various Food Products.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/09/20.09_India_FSSAI Proposes Draft Standards for Walnut Kernels and Other Various Food Products.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/09/20.09_India_FSSAI Proposes Draft Standards for Walnut Kernels and Other Various Food Products.md,True,2,3291,,하방 우세,0,2,India|Rapeseed Oil
20.09_India_Government Proposes Amendments in Contaminants Toxins and Residues Regulation.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/09/20.09_India_Government Proposes Amendments in Contaminants Toxins and Residues Regulation.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/09/20.09_India_Government Proposes Amendments in Contaminants Toxins and Residues Regulation.md,True,2,2422,,상방 우세,2,1,India
20.09_India_Monsoon Update - August.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/09/20.09_India_Monsoon Update - August.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/09/20.09_India_Monsoon Update - August.md,True,11,5479,,중립/혼재,7,9,India
20.09_Romania_Drought Continues to Stymie Romanian Oilseeds.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/09/20.09_Romania_Drought Continues to Stymie Romanian Oilseeds.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/09/20.09_Romania_Drought Continues to Stymie Romanian Oilseeds.md,True,3,4996,기상이변,하방 우세,3,27,Brazil|ENSO Phase|Rapeseed Oil
20.09_Romania_New Rules on Agricultural Land Sales.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/09/20.09_Romania_New Rules on Agricultural Land Sales.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/09/20.09_Romania_New Rules on Agricultural Land Sales.md,True,3,5491,,하방 우세,1,2,
20.09_Vietnam_Oilseeds and Products Update.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/09/20.09_Vietnam_Oilseeds and Products Update.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/09/20.09_Vietnam_Oilseeds and Products Update.md,True,23,39002,기상이변|생산변동|수입관세|압착|재고,중립/혼재,35,33,Argentina|Brazil|India|China|EU|Korea|WASDE Surprise|ENSO Phase|Palm Oil|Rapeseed Oil
20.10_Argentina_Oilseeds and Products Update.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/10/20.10_Argentina_Oilseeds and Products Update.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/10/20.10_Argentina_Oilseeds and Products Update.md,True,9,20040,기상이변|바이오연료수요|생산변동|수출규제|압착|재고,중립/혼재,21,26,Argentina|Brazil|China|Export Tax|WASDE Surprise
20.10_Brazil_Eliminates Soybean and Corn Import Duties.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/10/20.10_Brazil_Eliminates Soybean and Corn Import Duties.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/10/20.10_Brazil_Eliminates Soybean and Corn Import Duties.md,True,4,6421,물류충격|수입관세|압착,하방 우세,0,2,Brazil|Import Duty
20.10_China_Oilseeds and Products Update.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/10/20.10_China_Oilseeds and Products Update.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/10/20.10_China_Oilseeds and Products Update.md,True,18,28099,압착|재고,중립/혼재,34,29,Brazil|China|WASDE Surprise|Palm Oil|Sunflower Oil|Rapeseed Oil
20.10_Egypt_Establishes the Commodity Exchange Company.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/10/20.10_Egypt_Establishes the Commodity Exchange Company.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/10/20.10_Egypt_Establishes the Commodity Exchange Company.md,True,3,4483,,상방 우세,4,0,
20.10_India_Record-setting Southwest Monsoon Season Ends.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/10/20.10_India_Record-setting Southwest Monsoon Season Ends.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/10/20.10_India_Record-setting Southwest Monsoon Season Ends.md,True,13,7379,,하방 우세,10,18,India
20.10_Japan_GE Labeling Requirements for Products with Enhanced Nutrition.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/10/20.10_Japan_GE Labeling Requirements for Products with Enhanced Nutrition.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/10/20.10_Japan_GE Labeling Requirements for Products with Enhanced Nutrition.md,True,4,6142,,하방 우세,0,1,Palm Oil|Rapeseed Oil
20.10_Malaysia_Oilseeds and Products Update.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/10/20.10_Malaysia_Oilseeds and Products Update.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/10/20.10_Malaysia_Oilseeds and Products Update.md,True,5,7008,생산변동|재고,하방 우세,4,7,Indonesia|Malaysia|India|WASDE Surprise|Palm Oil
20.10_Turkey_Oilseeds and Products Update.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/10/20.10_Turkey_Oilseeds and Products Update.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/10/20.10_Turkey_Oilseeds and Products Update.md,True,6,10134,기상이변|물류충격|압착|재고,하방 우세,15,51,India|China|Ukraine|WASDE Surprise|ENSO Phase|Rapeseed Oil
20.11_Argentina_Introduces Export Tax Compensation Program for Small Farmers.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/11/20.11_Argentina_Introduces Export Tax Compensation Program for Small Farmers.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/11/20.11_Argentina_Introduces Export Tax Compensation Program for Small Farmers.md,True,4,4678,수출규제,상방 우세,3,0,Argentina|Export Tax
20.11_Brazil_Agricultural Prices Stoke Inflation.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/11/20.11_Brazil_Agricultural Prices Stoke Inflation.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/11/20.11_Brazil_Agricultural Prices Stoke Inflation.md,True,8,17067,기상이변|수입관세|재고,상방 우세,22,6,Argentina|Brazil|India|China|WASDE Surprise|ENSO Phase
20.11_Brazil_Allows Imported Soy in Biodiesel Production.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/11/20.11_Brazil_Allows Imported Soy in Biodiesel Production.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/11/20.11_Brazil_Allows Imported Soy in Biodiesel Production.md,True,4,5988,바이오연료수요|수입관세|압착,상방 우세,4,3,Argentina|Brazil|WASDE Surprise
20.11_Brazil_Ministry of Agriculture Changes Import License Requirement to Facilitate Corn and Soybean Imports.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/11/20.11_Brazil_Ministry of Agriculture Changes Import License Requirement to Facilitate Corn and Soybean Imports.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/11/20.11_Brazil_Ministry of Agriculture Changes Import License Requirement to Facilitate Corn and Soybean Imports.md,True,2,4240,,중립/혼재,0,0,Brazil
20.11_Bulgaria_Oilseeds and Products Update.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/11/20.11_Bulgaria_Oilseeds and Products Update.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/11/20.11_Bulgaria_Oilseeds and Products Update.md,True,5,5741,생산변동|압착,하방 우세,8,27,Sunflower Oil|Rapeseed Oil
20.11_Egypt_Imposes Value Added Tax on Freight of Agricultural Commodities.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/11/20.11_Egypt_Imposes Value Added Tax on Freight of Agricultural Commodities.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/11/20.11_Egypt_Imposes Value Added Tax on Freight of Agricultural Commodities.md,True,5,7802,물류충격,상방 우세,5,1,Argentina|Brazil|India|Ukraine
20.11_India_Notifies Draft Amendments for New and Modified Standards on Various Food Products.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/11/20.11_India_Notifies Draft Amendments for New and Modified Standards on Various Food Products.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/11/20.11_India_Notifies Draft Amendments for New and Modified Standards on Various Food Products.md,True,2,3339,,하방 우세,0,1,India
20.11_India_Oilseeds and Products Update.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/11/20.11_India_Oilseeds and Products Update.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/11/20.11_India_Oilseeds and Products Update.md,True,11,20125,물류충격|생산변동|압착|재고,하방 우세,12,25,Indonesia|Malaysia|India|Korea|WASDE Surprise|Palm Oil|Sunflower Oil|Rapeseed Oil
20.11_India_Proposes New Amendments for Labeling Multi-Sourced Edible Vegetable Oils.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/11/20.11_India_Proposes New Amendments for Labeling Multi-Sourced Edible Vegetable Oils.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/11/20.11_India_Proposes New Amendments for Labeling Multi-Sourced Edible Vegetable Oils.md,True,3,2606,,하방 우세,0,1,India
20.11_Indonesia_Oilseeds and Products Update.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/11/20.11_Indonesia_Oilseeds and Products Update.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/11/20.11_Indonesia_Oilseeds and Products Update.md,True,13,19039,기상이변|바이오연료수요|생산변동|수입관세|압착|재고,중립/혼재,30,24,Brazil|Indonesia|Malaysia|India|China|Korea|WASDE Surprise|ENSO Phase|Palm Oil
20.11_Thailand_FDA Announced Ban of Paraquat and Chlorpyrifos on Imported Food Products.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/11/20.11_Thailand_FDA Announced Ban of Paraquat and Chlorpyrifos on Imported Food Products.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/11/20.11_Thailand_FDA Announced Ban of Paraquat and Chlorpyrifos on Imported Food Products.md,True,3,4826,재고,중립/혼재,0,0,
20.11_Turkey_Announces Tariff Reductions on Lentils and Eliminates Tariffs on Sunflower seed.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/11/20.11_Turkey_Announces Tariff Reductions on Lentils and Eliminates Tariffs on Sunflower seed.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/11/20.11_Turkey_Announces Tariff Reductions on Lentils and Eliminates Tariffs on Sunflower seed.md,True,2,2409,수입관세,하방 우세,1,9,China|Sunflower Oil
20.12_Argentina_Oilseeds and Products Update.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/12/20.12_Argentina_Oilseeds and Products Update.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/12/20.12_Argentina_Oilseeds and Products Update.md,True,9,15503,기상이변|생산변동|수출규제|압착|재고,하방 우세,11,33,Argentina|Export Tax|WASDE Surprise|ENSO Phase
20.12_Brazil_Oilseeds and Products Update.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/12/20.12_Brazil_Oilseeds and Products Update.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/12/20.12_Brazil_Oilseeds and Products Update.md,True,15,31074,기상이변|바이오연료수요|수입관세|압착|재고,상방 우세,29,17,Argentina|Brazil|China|WASDE Surprise|ENSO Phase
20.12_Guatemala_Preliminary Assessment of Eta and Iota Tropical Depressions Impact on Guatemalan Agriculture.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/12/20.12_Guatemala_Preliminary Assessment of Eta and Iota Tropical Depressions Impact on Guatemalan Agriculture.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/12/20.12_Guatemala_Preliminary Assessment of Eta and Iota Tropical Depressions Impact on Guatemalan Agriculture.md,True,24,21388,물류충격,상방 우세,13,5,Palm Oil
20.12_Malaysia_Oilseeds and Products Update.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/12/20.12_Malaysia_Oilseeds and Products Update.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/12/20.12_Malaysia_Oilseeds and Products Update.md,True,4,5548,바이오연료수요|생산변동|재고,상방 우세,9,1,Indonesia|Malaysia|India|Palm Export Levy|WASDE Surprise|Palm Oil
20.12_Pakistan_Oilseeds and Products Update.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/12/20.12_Pakistan_Oilseeds and Products Update.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/12/20.12_Pakistan_Oilseeds and Products Update.md,True,4,6866,바이오연료수요|압착,하방 우세,7,15,Palm Oil|Rapeseed Oil
20.12_Russia_Russia to Restrict Exports of Some Grains and Oilseeds Through Mid-2021.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/12/20.12_Russia_Russia to Restrict Exports of Some Grains and Oilseeds Through Mid-2021.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/12/20.12_Russia_Russia to Restrict Exports of Some Grains and Oilseeds Through Mid-2021.md,True,7,12730,,하방 우세,0,6,
20.12_Vietnam_Issues National Technical Regulations for Plant Quarantine Pests.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/2020/12/20.12_Vietnam_Issues National Technical Regulations for Plant Quarantine Pests.pdf,data/raw/USDA/FAS/GAIN/Oilseeds/summary/2020/12/20.12_Vietnam_Issues National Technical Regulations for Plant Quarantine Pests.md,True,3,3648,,중립/혼재,0,0,
